KundeNr,Geschlecht,Alter,Einkommen,Niederlassung,Zeit
K1190,Männlich,36.0,43526.39,Sachsen,46.0
K1191,Männlich,69.0,91625.0,Niedersachsen,21.0
K1192,Weiblich,57.0,74592.8,Sachsen,38.0
K1193,Weiblich,68.0,81230.95,Hessen,46.0
K1194,Weiblich,68.0,64541.88,Hessen,31.0
K1195,Männlich,57.0,52369.61,Thüringen,42.0
K1196,Männlich,43.0,37696.63,Niedersachsen,35.330699774266364
K1197,Männlich,67.0,75807.66,Baden-Württemberg,46.0
K1198,Männlich,33.0,36719.1,Nordrhein-Westfalen,35.0
K1199,Weiblich,47.0,43409.22,Sachsen,32.0
K1200,Männlich,54.0,74220.58,Nordrhein-Westfalen,45.0
K1201,Männlich,36.0,32281.86,Hessen,52.0
K1202,Weiblich,67.0,68054.56,Niedersachsen,40.0
K1203,Männlich,57.0,69354.04,Thüringen,51.0
K1204,Männlich,34.0,50082.23,Baden-Württemberg,19.0
K1205,Weiblich,32.0,57455.89,Niedersachsen,42.0
K1206,Weiblich,60.0,77364.77,Bayern,34.0
K1207,Weiblich,49.0,73319.19,Niedersachsen,27.0
K1208,Männlich,48.0,46968.11,Hessen,16.0
K1209,Weiblich,40.0,67881.4,Baden-Württemberg,41.0
K1210,Weiblich,69.0,65999.38,Bayern,44.0
K1211,Männlich,32.0,34391.82,Hessen,48.0
K1212,Männlich,52.0,67687.35,Baden-Württemberg,47.0
K1213,Weiblich,36.0,29204.05,Bayern,27.0
K1214,Männlich,52.0,54277.2,Nordrhein-Westfalen,48.0
K1215,Weiblich,36.0,33884.97,Bayern,49.0
K1216,Männlich,63.0,72872.41,Brandenburg,32.0
K1217,Männlich,48.0,70707.74,Sachsen,35.0
K1218,Männlich,38.0,46195.15,Bayern,26.0
K1219,Weiblich,47.0,52534.52,Berlin,50.0
K1220,Männlich,70.0,57964.51,Hessen,20.0
K1221,Männlich,54.0,69210.98,Nordrhein-Westfalen,40.0
K1222,Weiblich,43.0,59089.74,Sachsen,29.0
K1223,Weiblich,54.0,49679.67,Sachsen,24.0
K1224,Weiblich,48.0,57289.9,Nordrhein-Westfalen,16.0
K1225,Männlich,68.0,83333.57,Bayern,33.0
K1226,Männlich,44.0,61848.47,Baden-Württemberg,22.0
K1227,Weiblich,45.0,47805.5,Berlin,36.0
K1228,Weiblich,56.0,59483.17,Baden-Württemberg,53.0
K1229,Männlich,69.0,78663.94,Niedersachsen,37.0
K1230,Männlich,39.0,58806.42,Niedersachsen,55.0
K1231,Weiblich,33.0,49527.66,Baden-Württemberg,25.0
K1232,Männlich,48.0,57701.19,Nordrhein-Westfalen,22.0
K1233,Weiblich,57.0,77750.95,Bayern,25.0
K1234,Männlich,50.0,38912.23,Berlin,34.0
K1235,Männlich,43.0,59104.51,Niedersachsen,62.0
K1236,Weiblich,62.0,64399.17,Berlin,18.0
K1237,Männlich,39.0,63156.46,Berlin,41.0
K1238,Männlich,48.0,48300.49,Baden-Württemberg,28.0
K1239,Männlich,59.0,63241.9,Berlin,33.0
K1240,Männlich,51.0,66518.31,Nordrhein-Westfalen,22.0
K1241,Weiblich,32.0,44873.24,Sachsen,44.0
K1242,Weiblich,66.0,75200.53,Berlin,35.0
K1243,Weiblich,70.0,87311.65,Berlin,46.0
K1244,Männlich,47.0,61173.94,Niedersachsen,37.0
K1245,Männlich,40.0,51957.05,Sachsen,16.0
K1246,Männlich,31.0,34101.76,Bayern,46.0
K1247,Weiblich,41.0,54152.49,Berlin,15.0
K1248,Weiblich,35.0,55165.48,Nordrhein-Westfalen,16.0
K1249,Weiblich,69.0,71732.25,Hessen,26.0
K1250,Männlich,58.0,62171.39,Baden-Württemberg,26.0
K1251,Männlich,59.0,71174.38,Hessen,49.0
K1252,Männlich,31.0,28227.62,Baden-Württemberg,33.0
K1253,Männlich,38.0,29787.61,Hamburg,47.0
K1254,Männlich,31.0,47601.83,Hamburg,29.0
K1255,Weiblich,58.0,49653.39,Nordrhein-Westfalen,38.0
K1256,Männlich,62.0,70856.65,Berlin,40.0
K1257,Männlich,39.0,54069.63,Bayern,42.0
K1258,Männlich,63.0,78072.77,Bayern,30.0
K1259,Weiblich,37.0,41367.82,Nordrhein-Westfalen,31.0
K1260,Weiblich,66.0,69331.45,Baden-Württemberg,32.0
K1261,Weiblich,62.0,77583.36,Berlin,18.0
K1262,Weiblich,35.0,33579.07,Baden-Württemberg,34.0
K1263,Männlich,69.0,85175.92,Nordrhein-Westfalen,31.0
K1264,Weiblich,48.0,59163.82,Berlin,41.0
K1265,Männlich,61.0,74660.13,Bayern,36.0
K1266,Männlich,56.0,61601.84,Bayern,48.0
K1267,Weiblich,30.0,54906.98,Nordrhein-Westfalen,36.0
K1268,Weiblich,62.0,77712.61,Hessen,29.0
K1269,Männlich,69.0,80266.52,Niedersachsen,36.0
K1270,Männlich,61.0,75680.86,Sachsen,42.0
K1271,Männlich,34.0,34322.45,Sachsen,17.0
K1272,Männlich,46.0,52041.42,Bayern,28.0
K1273,Männlich,37.0,66419.25,Thüringen,28.0
K1274,Männlich,63.0,68751.57,Baden-Württemberg,39.0
K1275,Männlich,38.0,45342.45,Berlin,40.0
K1276,Weiblich,52.0,58522.3,Sachsen,36.0
K1277,Männlich,64.0,67482.49,Bayern,10.0
K1278,Männlich,36.0,47469.13,Bayern,18.0
K1279,Männlich,44.0,53482.31,Bayern,33.0
K1280,Weiblich,49.0,67290.6,Hessen,30.0
K1281,Männlich,54.0,72310.2,Berlin,35.0
K1282,Männlich,32.0,47052.41,Nordrhein-Westfalen,30.0
K1283,Männlich,53.0,55541.96,Sachsen,50.0
K1284,Weiblich,63.0,81446.36,Niedersachsen,12.0
K1285,Weiblich,51.0,67445.38,Bayern,38.0
K1286,Weiblich,40.0,39209.65,Sachsen,43.0
K1287,Weiblich,37.0,41986.48,Bayern,42.0
K1288,Weiblich,68.0,68468.4,Baden-Württemberg,43.0
K1289,Weiblich,64.0,82889.73,Baden-Württemberg,44.0
K1290,Männlich,67.0,86403.29,Hessen,29.0
K1291,Männlich,37.0,57751.77,Baden-Württemberg,24.0
K1292,Weiblich,66.0,77161.38,Baden-Württemberg,15.0
K1293,Männlich,56.0,71443.22,Bayern,31.0
K1294,Männlich,57.0,77462.13,Bayern,27.0
K1295,Weiblich,69.0,75983.22,Hessen,47.0
K1296,Männlich,63.0,67502.37,Nordrhein-Westfalen,32.0
K1297,Weiblich,61.0,66782.63,Nordrhein-Westfalen,25.0
K1298,Weiblich,44.0,50005.0,Bayern,23.0
K1299,Männlich,46.0,47676.4,Bayern,55.0
K1300,Weiblich,62.0,68355.77,Thüringen,35.0
K1301,Männlich,45.0,62279.13,Baden-Württemberg,27.0
K1302,Männlich,58.0,68875.22,Nordrhein-Westfalen,36.0
K1303,Männlich,38.0,48808.07,Baden-Württemberg,54.0
K1304,Weiblich,62.0,69519.57,Sachsen,31.0
K1305,Weiblich,58.0,64187.77,Bayern,42.0
K1306,Männlich,42.0,53357.53,Berlin,47.0
K1307,Weiblich,50.0,61399.94,Niedersachsen,16.0
K1308,Männlich,50.0,67276.38,Hessen,29.0
K1309,Weiblich,34.0,53036.01,Bayern,46.0
K1310,Männlich,39.0,40996.11,Hessen,28.0
K1311,Weiblich,35.0,50251.18,Nordrhein-Westfalen,39.0
K1312,Männlich,42.0,41050.16,Baden-Württemberg,27.0
K1313,Männlich,30.0,55256.45,Baden-Württemberg,31.0
K1314,Männlich,49.0,51990.86,Berlin,29.0
K1315,Weiblich,37.0,51083.83,Baden-Württemberg,41.0
K1316,Männlich,39.0,37428.12,Niedersachsen,37.0
K1317,Weiblich,38.0,44672.54,Bayern,36.0
K1318,Männlich,70.0,97897.05,Berlin,60.0
K1319,Männlich,32.0,31562.65,Baden-Württemberg,52.0
K1320,Männlich,40.0,68282.05,Hamburg,15.0
K1321,Weiblich,41.0,49550.97,Baden-Württemberg,31.0
K1322,Männlich,39.0,56023.57,Baden-Württemberg,59.0
K1323,Weiblich,54.0,68635.79,Baden-Württemberg,29.0
K1324,Weiblich,54.0,69123.41,Thüringen,56.0
K1325,Weiblich,40.0,35558.52,Baden-Württemberg,31.0
K1326,Männlich,65.0,73776.47,Niedersachsen,33.0
K1327,Weiblich,68.0,92374.32,Baden-Württemberg,44.0
K1328,Weiblich,55.0,63084.95,Baden-Württemberg,34.0
K1329,Männlich,43.0,53219.97,Brandenburg,40.0
K1330,Weiblich,68.0,67645.33,Berlin,51.0
K1331,Männlich,69.0,77933.08,Thüringen,43.0
K1332,Männlich,30.0,46686.49,Sachsen,36.0
K1333,Männlich,33.0,28556.82,Nordrhein-Westfalen,52.0
K1334,Männlich,59.0,77392.45,Hessen,44.0
K1335,Männlich,41.0,51201.01,Berlin,28.0
K1336,Männlich,64.0,74726.85,Bayern,55.0
K1337,Weiblich,42.0,48260.29,Sachsen,41.0
K1338,Männlich,60.0,67687.57,Hessen,33.0
K1339,Männlich,67.0,76785.42,Hessen,15.0
K1340,Männlich,52.0,71014.31,Bayern,21.0
K1341,Weiblich,33.0,36224.0,Baden-Württemberg,52.0
K1342,Weiblich,45.0,70632.18,Sachsen,52.0
K1343,Weiblich,36.0,46373.46,Bayern,36.0
K1344,Weiblich,51.0,56254.2,Berlin,17.0
K1345,Männlich,58.0,78517.61,Baden-Württemberg,24.0
K1346,Weiblich,40.0,54037.31,Nordrhein-Westfalen,19.0
K1347,Männlich,62.0,59572.99,Baden-Württemberg,18.0
K1348,Männlich,58.0,60418.97,Nordrhein-Westfalen,55.0
K1349,Weiblich,68.0,80553.39,Baden-Württemberg,56.0
K1350,Männlich,41.0,35323.88,Sachsen,24.0
K1351,Weiblich,36.0,62517.51,Nordrhein-Westfalen,35.0
K1352,Weiblich,68.0,89005.39,Baden-Württemberg,22.0
K1353,Männlich,55.0,66068.48,Hessen,35.0
K1354,Männlich,69.0,79689.65,Bayern,51.0
K1355,Männlich,38.0,40638.12,Baden-Württemberg,46.0
K1356,Weiblich,70.0,66260.03,Nordrhein-Westfalen,43.0
K1357,Weiblich,63.0,60048.62,Berlin,33.0
K1358,Männlich,42.0,67920.23,Berlin,48.0
K1359,Männlich,65.0,92223.19,Baden-Württemberg,41.0
K1360,Weiblich,54.0,59813.59,Berlin,39.0
K1361,Weiblich,53.0,72003.35,Nordrhein-Westfalen,34.0
K1362,Männlich,46.0,60088.45,Bayern,38.0
K1363,Männlich,31.0,43375.75,Thüringen,38.0
K1364,Weiblich,42.0,37936.98,Sachsen,30.0
K1365,Männlich,60.0,55814.8,Baden-Württemberg,27.0
K1366,Männlich,58.0,80403.6,Baden-Württemberg,25.0
K1367,Weiblich,57.0,50717.29,Nordrhein-Westfalen,26.0
K1368,Weiblich,56.0,66037.86,Berlin,33.0
K1369,Männlich,44.0,49839.08,Baden-Württemberg,31.0
K1370,Männlich,60.0,67965.91,Bayern,29.0
K1371,Männlich,69.0,85613.26,Hessen,28.0
K1372,Männlich,44.0,47045.73,Nordrhein-Westfalen,38.0
K1373,Weiblich,62.0,78050.89,Baden-Württemberg,49.0
K1374,Männlich,49.0,60350.98,Baden-Württemberg,35.0
K1375,Weiblich,41.0,68516.5,Sachsen,34.0
K1376,Weiblich,66.0,66735.69,Nordrhein-Westfalen,26.0
K1377,Männlich,38.0,46307.32,Hessen,33.0
K1378,Männlich,52.0,66521.78,Nordrhein-Westfalen,47.0
K1379,Männlich,37.0,42547.27,Berlin,45.0
K1380,Weiblich,61.0,61246.33,Nordrhein-Westfalen,45.0
K1381,Weiblich,43.0,63300.07,Berlin,44.0
K1382,Männlich,56.0,70410.8,Bayern,39.0
K1383,Weiblich,54.0,53583.85,Nordrhein-Westfalen,39.0
K1384,Weiblich,42.0,54737.69,Berlin,37.0
K1385,Weiblich,50.0,75601.53,Thüringen,31.0
K1386,Männlich,60.0,71786.36,Bayern,36.0
K1387,Männlich,66.0,79203.83,Sachsen,37.0
K1388,Weiblich,34.0,55437.45,Sachsen,41.0
K1389,Männlich,42.0,42036.49,Bayern,36.0
K1390,Männlich,57.0,84130.84,Nordrhein-Westfalen,56.0
K1391,Männlich,54.0,73773.47,Berlin,23.0
K1392,Männlich,64.0,68522.84,Sachsen,43.0
K1393,Männlich,68.0,75570.02,Berlin,35.0
K1394,Weiblich,36.0,38942.81,Nordrhein-Westfalen,35.0
K1395,Männlich,67.0,63881.03,Berlin,27.0
K1396,Männlich,61.0,75646.61,Bayern,45.0
K1397,Weiblich,32.0,31010.6,Baden-Württemberg,42.0
K1398,Männlich,68.0,84266.91,Berlin,43.0
K1399,Männlich,66.0,67587.21,Nordrhein-Westfalen,37.0
K1400,Weiblich,51.0,69768.66,Hessen,32.0
K1401,Weiblich,37.0,51507.44,Niedersachsen,34.0
K1402,Weiblich,46.0,49160.78,Bayern,39.0
K1403,Weiblich,56.0,70615.55,Brandenburg,15.0
K1404,Männlich,62.0,75231.18,Baden-Württemberg,44.0
K1405,Weiblich,46.0,68885.02,Nordrhein-Westfalen,59.0
K1406,Männlich,41.0,40291.76,Thüringen,40.0
K1407,Weiblich,56.0,66000.86,Berlin,32.0
K1408,Männlich,37.0,39083.36,Baden-Württemberg,33.0
K1409,Weiblich,52.0,63037.62,Baden-Württemberg,42.0
K1410,Weiblich,58.0,74550.62,Niedersachsen,32.0
K1411,Weiblich,49.0,53203.21,Hessen,44.0
K1412,Männlich,45.0,51056.51,Nordrhein-Westfalen,33.0
K1413,Männlich,46.0,64231.46,Bayern,52.0
K1414,Weiblich,45.0,66573.49,Nordrhein-Westfalen,52.0
K1415,Weiblich,48.0,62342.15,Niedersachsen,32.0
K1416,Männlich,37.0,43614.88,Bayern,34.0
K1417,Weiblich,67.0,78307.65,Hamburg,35.0
K1418,Weiblich,67.0,85349.59,Baden-Württemberg,35.0
K1419,Männlich,58.0,71796.78,Berlin,26.0
K1420,Weiblich,70.0,69099.94,Sachsen,24.0
K1421,Männlich,65.0,83198.24,Berlin,47.0
K1422,Männlich,55.0,58431.49,Nordrhein-Westfalen,46.0
K1423,Männlich,60.0,59341.45,Hessen,46.0
K1424,Weiblich,41.0,34560.06,Baden-Württemberg,34.0
K1425,Weiblich,46.0,53575.61,Hessen,54.0
K1426,Männlich,44.0,43990.6,Brandenburg,35.0
K1427,Weiblich,38.0,25073.67,Berlin,44.0
K1428,Weiblich,68.0,78362.67,Baden-Württemberg,21.0
K1429,Weiblich,41.0,45176.52,Berlin,33.0
K1430,Männlich,61.0,71947.51,Baden-Württemberg,33.0
K1431,Weiblich,54.0,59334.77,Baden-Württemberg,34.0
K1432,Männlich,68.0,98083.37,Berlin,22.0
K1433,Männlich,47.0,61371.86,Bayern,42.0
K1434,Männlich,44.0,48650.04,Sachsen,45.0
K1435,Männlich,61.0,72725.19,Berlin,28.0
K1436,Weiblich,35.0,55240.05,Nordrhein-Westfalen,24.0
K1437,Männlich,64.0,85476.75,Hamburg,27.0
K1438,Weiblich,63.0,63083.29,Niedersachsen,40.0
K1439,Männlich,67.0,71626.53,Bayern,29.0
K1440,Männlich,34.0,34255.88,Sachsen,34.0
K1441,Weiblich,47.0,52745.13,Hamburg,24.0
K1442,Weiblich,45.0,48971.42,Nordrhein-Westfalen,55.0
K1443,Männlich,37.0,45165.04,Bayern,36.0
K1444,Männlich,54.0,71635.44,Baden-Württemberg,46.0
K1445,Männlich,61.0,81435.3,Niedersachsen,40.0
K1446,Männlich,55.0,63242.91,Baden-Württemberg,35.0
K1447,Weiblich,51.0,46713.49,Berlin,34.0
K1448,Weiblich,60.0,62735.46,Baden-Württemberg,28.0
K1449,Männlich,39.0,42543.25,Hessen,30.0
K1450,Weiblich,41.0,38375.78,Thüringen,25.0
K1451,Weiblich,57.0,78842.38,Berlin,24.0
K1452,Männlich,35.0,31856.08,Nordrhein-Westfalen,56.0
K1453,Männlich,49.0,64640.81,Brandenburg,38.0
K1454,Weiblich,34.0,26142.98,Brandenburg,50.0
K1455,Weiblich,52.0,68557.64,Sachsen,27.0
K1456,Männlich,38.0,44788.12,Sachsen,22.0
K1457,Männlich,58.0,83377.64,Nordrhein-Westfalen,25.0
K1458,Männlich,45.0,44138.66,Bayern,31.0
K1459,Weiblich,51.0,56363.69,Hamburg,35.0
K1460,Männlich,37.0,41519.4,Bayern,33.0
K1461,Männlich,49.0,57703.97,Berlin,27.0
K1462,Weiblich,43.0,48849.87,Brandenburg,36.0
K1463,Weiblich,68.0,78649.11,Nordrhein-Westfalen,37.0
K1464,Weiblich,66.0,76131.41,Sachsen,42.0
K1465,Männlich,63.0,56999.13,Berlin,50.0
K1466,Männlich,40.0,57367.43,Baden-Württemberg,31.0
K1467,Männlich,69.0,108569.09,Nordrhein-Westfalen,47.0
K1468,Männlich,62.0,77172.35,Baden-Württemberg,36.0
K1469,Weiblich,60.0,61876.05,Hessen,20.0
K1470,Männlich,63.0,66343.41,Baden-Württemberg,53.0
K1471,Männlich,36.0,49200.62,Berlin,58.0
K1472,Männlich,52.0,66108.25,Thüringen,41.0
K1473,Männlich,36.0,41110.88,Baden-Württemberg,36.0
K1474,Weiblich,54.0,71794.84,Berlin,32.0
K1475,Männlich,32.0,20329.57,Bayern,30.0
K1476,Männlich,67.0,87205.9,Sachsen,47.0
K1477,Männlich,49.0,61221.78,Nordrhein-Westfalen,35.0
K1478,Männlich,63.0,66691.27,Bayern,52.0
K1479,Männlich,59.0,58008.72,Baden-Württemberg,35.0
K1480,Weiblich,46.0,56617.22,Hessen,31.0
K1481,Weiblich,39.0,59913.35,Bayern,29.0
K1482,Weiblich,64.0,74797.72,Niedersachsen,28.0
K1483,Weiblich,49.0,51392.5,Baden-Württemberg,40.0
K1484,Weiblich,47.0,58432.85,Baden-Württemberg,22.0
K1485,Weiblich,56.0,83787.01,Niedersachsen,27.0
K1486,Männlich,65.0,81926.5,Bayern,48.0
K1487,Männlich,52.0,67495.8,Nordrhein-Westfalen,25.0
K1488,Männlich,61.0,84321.03,Baden-Württemberg,44.0
K1489,Weiblich,39.0,51488.13,Bayern,14.0
K1490,Weiblich,40.0,41373.85,Thüringen,50.0
K1491,Weiblich,67.0,64683.27,Berlin,22.0
K1492,Männlich,35.0,34180.68,Niedersachsen,26.0
K1493,Weiblich,70.0,74005.81,Baden-Württemberg,42.0
K1494,Männlich,63.0,81611.75,Hessen,38.0
K1495,Männlich,65.0,85235.07,Nordrhein-Westfalen,44.0
K1496,Männlich,66.0,80806.38,Bayern,22.0
K1497,Männlich,46.0,44087.58,Nordrhein-Westfalen,32.0
K1498,Männlich,69.0,98883.19,Hessen,29.0
K1499,Männlich,69.0,79027.08,Berlin,24.0
K1500,Männlich,41.0,55038.3,Hessen,41.0
K1501,Weiblich,50.0,60708.23,Hessen,44.0
K1502,Weiblich,69.0,84659.69,Baden-Württemberg,32.0
K1503,Weiblich,48.0,63015.2,Berlin,50.0
K1504,Männlich,32.0,32659.51,Bayern,27.0
K1505,Weiblich,47.0,68475.48,Berlin,50.0
K1506,Weiblich,48.0,43655.93,Nordrhein-Westfalen,41.0
K1507,Männlich,35.0,33126.92,Brandenburg,23.0
K1508,Männlich,45.0,65988.52,Sachsen,55.0
K1509,Männlich,37.0,50176.78,Bayern,31.0
K1510,Männlich,47.0,79607.67,Berlin,47.0
K1511,Weiblich,68.0,82209.9,Nordrhein-Westfalen,36.0
K1512,Weiblich,41.0,64926.19,Hamburg,39.0
K1513,Männlich,39.0,30485.19,Hamburg,44.0
K1514,Weiblich,36.0,30932.05,Baden-Württemberg,43.0
K1515,Weiblich,30.0,44635.68,Berlin,32.0
K1516,Weiblich,65.0,62351.09,Bayern,40.0
K1517,Männlich,50.0,58484.54,Thüringen,40.0
K1518,Weiblich,66.0,89744.99,Bayern,37.0
K1519,Männlich,53.0,68336.2,Sachsen,33.0
K1520,Weiblich,54.0,65103.66,Niedersachsen,37.0
K1521,Männlich,36.0,39625.22,Bayern,55.0
K1522,Männlich,46.0,57346.44,Hamburg,32.0
K1523,Weiblich,58.0,74947.01,Nordrhein-Westfalen,47.0
K1524,Männlich,59.0,64971.4,Sachsen,29.0
K1525,Männlich,36.0,47024.3,Baden-Württemberg,26.0
K1526,Männlich,62.0,84204.71,Bayern,68.0
K1527,Weiblich,36.0,41668.05,Bayern,40.0
K1528,Männlich,53.0,64432.7,Baden-Württemberg,41.0
K1529,Weiblich,40.0,52774.29,Hessen,41.0
K1530,Männlich,38.0,51013.22,Nordrhein-Westfalen,49.0
K1531,Männlich,41.0,57516.9,Berlin,39.0
K1532,Männlich,64.0,67710.18,Nordrhein-Westfalen,43.0
K1533,Männlich,33.0,35350.73,Hessen,24.0
K1534,Männlich,65.0,73604.97,Berlin,45.0
K1535,Männlich,57.0,60410.82,Baden-Württemberg,33.0
K1536,Weiblich,42.0,34572.63,Niedersachsen,42.0
K1537,Weiblich,52.0,33297.76,Nordrhein-Westfalen,18.0
K1538,Männlich,48.0,68669.4,Niedersachsen,41.0
K1539,Männlich,66.0,65216.98,Baden-Württemberg,13.0
K1540,Weiblich,68.0,95714.31,Bayern,32.0
K1541,Männlich,53.0,70483.68,Baden-Württemberg,18.0
K1542,Männlich,45.0,50681.69,Hessen,41.0
K1543,Weiblich,62.0,80040.16,Nordrhein-Westfalen,36.0
K1544,Weiblich,41.0,53430.67,Baden-Württemberg,27.0
K1545,Weiblich,63.0,65737.35,Nordrhein-Westfalen,49.0
K1546,Männlich,36.0,43538.46,Hessen,26.0
K1547,Männlich,40.0,39581.25,Niedersachsen,35.330699774266364
K1548,Weiblich,60.0,78010.02,Thüringen,40.0
K1549,Männlich,58.0,63296.69,Baden-Württemberg,17.0
K1550,Männlich,42.0,49912.51,Sachsen,26.0
K1551,Männlich,60.0,70853.56,Baden-Württemberg,30.0
K1552,Männlich,31.0,38844.34,Berlin,21.0
K1553,Weiblich,68.0,96580.06,Nordrhein-Westfalen,30.0
K1554,Weiblich,44.0,50981.53,Sachsen,21.0
K1555,Weiblich,40.0,59391.91,Brandenburg,37.0
K1556,Männlich,63.0,79995.43,Hessen,23.0
K1557,Männlich,68.0,94379.27,Niedersachsen,35.0
K1558,Männlich,33.0,37067.78,Nordrhein-Westfalen,47.0
K1559,Männlich,40.0,54688.48,Baden-Württemberg,43.0
K1560,Weiblich,58.0,69209.45,Nordrhein-Westfalen,34.0
K1561,Männlich,31.0,10802.03,Brandenburg,25.0
K1562,Männlich,45.0,44514.71,Berlin,37.0
K1563,Männlich,68.0,86843.34,Berlin,28.0
K1564,Weiblich,42.0,55437.14,Brandenburg,37.0
K1565,Männlich,66.0,67550.85,Sachsen,18.0
